2026-01-29 04:44:36,566 - spark_streaming - INFO - ============================================================
2026-01-29 04:44:36,567 - spark_streaming - INFO - Starting E-commerce Event Streaming Job
2026-01-29 04:44:36,568 - spark_streaming - INFO - ============================================================
2026-01-29 04:44:36,574 - spark_streaming - INFO - Waiting for PostgreSQL to be available...
2026-01-29 04:44:36,589 - spark_streaming - INFO - PostgreSQL connection established
2026-01-29 04:44:36,590 - spark_streaming - INFO - Creating Spark session: EcommerceEventStreaming
2026-01-29 04:44:42,365 - spark_streaming - INFO - Spark session created successfully
2026-01-29 04:44:42,367 - spark_streaming - INFO - Setting up file stream from: /data/incoming
2026-01-29 04:44:43,245 - spark_streaming - INFO - File stream configured successfully
2026-01-29 04:44:44,101 - spark_streaming - INFO - Starting streaming query with trigger: 10 seconds
2026-01-29 04:44:44,575 - spark_streaming - INFO - Streaming query started successfully
2026-01-29 04:44:44,578 - spark_streaming - INFO - Spark UI available at: http://localhost:4040
2026-01-29 05:24:50,146 - spark_streaming - INFO - Batch 241: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:25:00,157 - spark_streaming - INFO - Batch 242: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:25:10,145 - spark_streaming - INFO - Batch 243: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:25:20,151 - spark_streaming - INFO - Batch 244: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:25:30,149 - spark_streaming - INFO - Batch 245: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:25:40,206 - spark_streaming - INFO - Batch 246: Processed 20 records, inserted 20 in 0.06s
2026-01-29 05:25:50,160 - spark_streaming - INFO - Batch 247: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:26:00,156 - spark_streaming - INFO - Batch 248: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:26:10,166 - spark_streaming - INFO - Batch 249: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:26:20,169 - spark_streaming - INFO - Batch 250: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:26:30,154 - spark_streaming - INFO - Batch 251: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:26:40,154 - spark_streaming - INFO - Batch 252: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:26:50,159 - spark_streaming - INFO - Batch 253: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:27:00,199 - spark_streaming - INFO - Batch 254: Processed 20 records, inserted 20 in 0.07s
2026-01-29 05:27:10,168 - spark_streaming - INFO - Batch 255: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:27:20,164 - spark_streaming - INFO - Batch 256: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:27:30,166 - spark_streaming - INFO - Batch 257: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:27:40,162 - spark_streaming - INFO - Batch 258: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:27:50,159 - spark_streaming - INFO - Batch 259: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:28:00,154 - spark_streaming - INFO - Batch 260: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:28:10,176 - spark_streaming - INFO - Batch 261: Processed 20 records, inserted 20 in 0.06s
2026-01-29 05:28:20,162 - spark_streaming - INFO - Batch 262: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:28:30,152 - spark_streaming - INFO - Batch 263: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:28:40,166 - spark_streaming - INFO - Batch 264: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:28:50,161 - spark_streaming - INFO - Batch 265: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:29:00,153 - spark_streaming - INFO - Batch 266: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:29:10,181 - spark_streaming - INFO - Batch 267: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:29:20,148 - spark_streaming - INFO - Batch 268: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:29:30,168 - spark_streaming - INFO - Batch 269: Processed 20 records, inserted 20 in 0.06s
2026-01-29 05:29:40,210 - spark_streaming - INFO - Batch 270: Processed 20 records, inserted 20 in 0.07s
2026-01-29 05:29:50,164 - spark_streaming - INFO - Batch 271: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:30:00,171 - spark_streaming - INFO - Batch 272: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:30:10,178 - spark_streaming - INFO - Batch 273: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:30:20,238 - spark_streaming - INFO - Batch 274: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:30:30,165 - spark_streaming - INFO - Batch 275: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:30:40,176 - spark_streaming - INFO - Batch 276: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:30:50,174 - spark_streaming - INFO - Batch 277: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:31:00,206 - spark_streaming - INFO - Batch 278: Processed 20 records, inserted 20 in 0.07s
2026-01-29 05:31:10,196 - spark_streaming - INFO - Batch 279: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:31:20,192 - spark_streaming - INFO - Batch 280: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:31:30,173 - spark_streaming - INFO - Batch 281: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:31:40,181 - spark_streaming - INFO - Batch 282: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:31:50,154 - spark_streaming - INFO - Batch 283: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:32:00,180 - spark_streaming - INFO - Batch 284: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:32:10,151 - spark_streaming - INFO - Batch 285: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:32:20,218 - spark_streaming - INFO - Batch 286: Processed 20 records, inserted 20 in 0.07s
2026-01-29 05:32:30,163 - spark_streaming - INFO - Batch 287: Processed 20 records, inserted 20 in 0.05s
2026-01-29 05:32:40,198 - spark_streaming - INFO - Batch 288: Processed 20 records, inserted 20 in 0.09s
2026-01-29 05:32:50,156 - spark_streaming - INFO - Batch 289: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:33:00,173 - spark_streaming - INFO - Batch 290: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:33:10,159 - spark_streaming - INFO - Batch 291: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:33:20,138 - spark_streaming - INFO - Batch 292: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:33:30,152 - spark_streaming - INFO - Batch 293: Processed 20 records, inserted 20 in 0.04s
2026-01-29 05:33:40,208 - spark_streaming - INFO - Batch 294: Processed 20 records, inserted 20 in 0.07s
2026-01-29 05:33:50,177 - spark_streaming - INFO - Batch 295: Processed 20 records, inserted 20 in 0.05s
2026-01-29 07:32:41,225 - spark_streaming - INFO - Batch 296: Processed 20 records, inserted 20 in 1.38s
2026-01-29 07:32:51,924 - spark_streaming - INFO - Batch 297: Processed 20 records, inserted 20 in 1.61s
2026-01-29 07:33:00,474 - spark_streaming - INFO - Batch 298: Processed 20 records, inserted 20 in 0.11s
2026-01-29 07:33:10,338 - spark_streaming - INFO - Batch 299: Processed 20 records, inserted 20 in 0.11s
2026-01-29 07:33:20,211 - spark_streaming - INFO - Batch 300: Processed 20 records, inserted 20 in 0.08s
2026-01-29 07:33:30,131 - spark_streaming - INFO - Batch 301: Processed 20 records, inserted 20 in 0.04s
2026-01-29 07:33:40,170 - spark_streaming - INFO - Batch 302: Processed 20 records, inserted 20 in 0.06s
2026-01-29 07:33:50,189 - spark_streaming - INFO - Batch 303: Processed 20 records, inserted 20 in 0.06s
2026-01-29 07:34:00,134 - spark_streaming - INFO - Batch 304: Processed 20 records, inserted 20 in 0.04s
2026-01-29 07:34:10,162 - spark_streaming - INFO - Batch 305: Processed 20 records, inserted 20 in 0.05s
2026-01-29 07:34:20,149 - spark_streaming - INFO - Batch 306: Processed 20 records, inserted 20 in 0.04s
2026-01-29 07:34:30,281 - spark_streaming - INFO - Batch 307: Processed 20 records, inserted 20 in 0.09s
2026-01-29 07:34:40,150 - spark_streaming - INFO - Batch 308: Processed 20 records, inserted 20 in 0.04s
2026-01-29 07:34:50,209 - spark_streaming - INFO - Batch 309: Processed 20 records, inserted 20 in 0.07s
2026-01-29 07:35:00,170 - spark_streaming - INFO - Batch 310: Processed 20 records, inserted 20 in 0.05s
2026-01-29 07:35:10,149 - spark_streaming - INFO - Batch 311: Processed 20 records, inserted 20 in 0.04s
2026-01-29 07:35:20,153 - spark_streaming - INFO - Batch 312: Processed 20 records, inserted 20 in 0.04s
2026-01-29 07:35:30,164 - spark_streaming - INFO - Batch 313: Processed 20 records, inserted 20 in 0.05s
2026-01-29 07:35:40,164 - spark_streaming - INFO - Batch 314: Processed 20 records, inserted 20 in 0.04s
2026-01-29 07:35:50,153 - spark_streaming - INFO - Batch 315: Processed 20 records, inserted 20 in 0.04s
2026-01-29 07:36:00,151 - spark_streaming - INFO - Batch 316: Processed 20 records, inserted 20 in 0.04s
2026-01-29 07:36:10,176 - spark_streaming - INFO - Batch 317: Processed 20 records, inserted 20 in 0.07s
2026-01-29 07:36:20,159 - spark_streaming - INFO - Batch 318: Processed 20 records, inserted 20 in 0.05s
2026-01-29 07:36:30,179 - spark_streaming - INFO - Batch 319: Processed 20 records, inserted 20 in 0.05s
2026-01-29 07:36:40,165 - spark_streaming - INFO - Batch 320: Processed 20 records, inserted 20 in 0.04s
2026-01-29 07:36:50,181 - spark_streaming - INFO - Batch 321: Processed 20 records, inserted 20 in 0.05s
2026-01-29 07:37:00,165 - spark_streaming - INFO - Batch 322: Processed 20 records, inserted 20 in 0.05s
2026-01-29 07:37:10,155 - spark_streaming - INFO - Batch 323: Processed 20 records, inserted 20 in 0.04s
2026-01-29 07:37:20,159 - spark_streaming - INFO - Batch 324: Processed 20 records, inserted 20 in 0.04s
2026-01-29 07:37:30,169 - spark_streaming - INFO - Batch 325: Processed 20 records, inserted 20 in 0.04s
2026-01-29 07:37:40,211 - spark_streaming - INFO - Batch 326: Processed 20 records, inserted 20 in 0.07s
2026-01-29 07:37:50,164 - spark_streaming - INFO - Batch 327: Processed 20 records, inserted 20 in 0.04s
2026-01-29 07:38:00,258 - spark_streaming - INFO - Batch 328: Processed 20 records, inserted 20 in 0.08s
2026-01-29 07:38:10,187 - spark_streaming - INFO - Batch 329: Processed 20 records, inserted 20 in 0.04s
2026-01-29 07:38:20,149 - spark_streaming - INFO - Batch 330: Processed 20 records, inserted 20 in 0.04s
2026-01-29 07:38:30,148 - spark_streaming - INFO - Batch 331: Processed 20 records, inserted 20 in 0.04s
2026-01-29 07:38:40,362 - spark_streaming - INFO - Batch 332: Processed 20 records, inserted 20 in 0.14s
2026-01-29 07:38:50,182 - spark_streaming - INFO - Batch 333: Processed 20 records, inserted 20 in 0.05s
2026-01-29 07:39:00,174 - spark_streaming - INFO - Batch 334: Processed 20 records, inserted 20 in 0.04s
2026-01-29 07:39:10,161 - spark_streaming - INFO - Batch 335: Processed 20 records, inserted 20 in 0.05s
2026-01-29 07:39:20,163 - spark_streaming - INFO - Batch 336: Processed 20 records, inserted 20 in 0.05s
2026-01-29 07:39:30,172 - spark_streaming - INFO - Batch 337: Processed 20 records, inserted 20 in 0.04s
2026-01-29 07:39:40,143 - spark_streaming - INFO - Batch 338: Processed 20 records, inserted 20 in 0.04s
2026-01-29 07:39:50,148 - spark_streaming - INFO - Batch 339: Processed 20 records, inserted 20 in 0.04s
2026-01-29 07:40:00,182 - spark_streaming - INFO - Batch 340: Processed 20 records, inserted 20 in 0.07s
2026-01-29 07:40:10,187 - spark_streaming - INFO - Batch 341: Processed 20 records, inserted 20 in 0.04s
2026-01-29 07:40:20,148 - spark_streaming - INFO - Batch 342: Processed 20 records, inserted 20 in 0.04s
2026-01-29 07:40:30,151 - spark_streaming - INFO - Batch 343: Processed 20 records, inserted 20 in 0.04s
2026-01-29 12:13:37,546 - spark_streaming - INFO - ============================================================
2026-01-29 12:13:37,547 - spark_streaming - INFO - Starting E-commerce Event Streaming Job
2026-01-29 12:13:37,549 - spark_streaming - INFO - ============================================================
2026-01-29 12:13:37,557 - spark_streaming - INFO - Waiting for PostgreSQL to be available...
2026-01-29 12:13:37,601 - spark_streaming - INFO - PostgreSQL connection established
2026-01-29 12:13:37,602 - spark_streaming - INFO - Creating Spark session: EcommerceEventStreaming
2026-01-29 12:13:49,592 - spark_streaming - INFO - Spark session created successfully
2026-01-29 12:13:49,595 - spark_streaming - INFO - Setting up file stream from: /data/incoming
2026-01-29 12:13:51,919 - spark_streaming - INFO - File stream configured successfully
2026-01-29 12:13:53,419 - spark_streaming - INFO - Starting streaming query with trigger: 10 seconds
2026-01-29 12:13:54,724 - spark_streaming - INFO - Streaming query started successfully
2026-01-29 12:13:54,741 - spark_streaming - INFO - Spark UI available at: http://localhost:4040
2026-01-29 12:14:00,725 - spark_streaming - INFO - Batch 344: Processed 20 records, inserted 20 in 2.48s
2026-01-29 12:16:29,022 - spark_streaming - INFO - ============================================================
2026-01-29 12:16:29,023 - spark_streaming - INFO - Starting E-commerce Event Streaming Job
2026-01-29 12:16:29,024 - spark_streaming - INFO - ============================================================
2026-01-29 12:16:29,031 - spark_streaming - INFO - Waiting for PostgreSQL to be available...
2026-01-29 12:16:29,050 - spark_streaming - INFO - PostgreSQL connection established
2026-01-29 12:16:29,053 - spark_streaming - INFO - Creating Spark session: EcommerceEventStreaming
2026-01-29 12:16:35,120 - spark_streaming - INFO - Spark session created successfully
2026-01-29 12:16:35,121 - spark_streaming - INFO - Setting up file stream from: /data/incoming
2026-01-29 12:16:36,326 - spark_streaming - INFO - File stream configured successfully
2026-01-29 12:16:37,217 - spark_streaming - INFO - Starting streaming query with trigger: 10 seconds
2026-01-29 12:16:37,848 - spark_streaming - INFO - Streaming query started successfully
2026-01-29 12:16:37,855 - spark_streaming - INFO - Spark UI available at: http://localhost:4040
2026-01-29 12:40:30,924 - spark_streaming - INFO - ============================================================
2026-01-29 12:40:30,925 - spark_streaming - INFO - Starting E-commerce Event Streaming Job
2026-01-29 12:40:30,926 - spark_streaming - INFO - ============================================================
2026-01-29 12:40:30,933 - spark_streaming - INFO - Waiting for PostgreSQL to be available...
2026-01-29 12:40:30,949 - spark_streaming - INFO - PostgreSQL connection established
2026-01-29 12:40:30,950 - spark_streaming - INFO - Creating Spark session: EcommerceEventStreaming
2026-01-29 12:40:36,673 - spark_streaming - INFO - Spark session created successfully
2026-01-29 12:40:36,675 - spark_streaming - INFO - Setting up file stream from: /data/incoming
2026-01-29 12:40:37,774 - spark_streaming - INFO - File stream configured successfully
2026-01-29 12:40:38,610 - spark_streaming - INFO - Starting streaming query with trigger: 10 seconds
2026-01-29 12:40:39,099 - spark_streaming - INFO - Streaming query started successfully
2026-01-29 12:40:39,100 - spark_streaming - INFO - Spark UI available at: http://localhost:4040
2026-01-29 12:40:44,060 - spark_streaming - INFO - Batch 345: Processed 50 records, inserted 50 in 2.55s
2026-01-29 12:40:44,778 - spark_streaming - INFO - Batch 346: Processed 50 records, inserted 50 in 0.21s
2026-01-29 12:40:50,452 - spark_streaming - INFO - Batch 347: Processed 50 records, inserted 50 in 0.13s
2026-01-29 12:41:00,404 - spark_streaming - INFO - Batch 348: Processed 50 records, inserted 50 in 0.11s
2026-01-29 12:41:10,433 - spark_streaming - INFO - Batch 349: Processed 50 records, inserted 50 in 0.10s
2026-01-29 12:41:20,314 - spark_streaming - INFO - Batch 350: Processed 50 records, inserted 50 in 0.13s
2026-01-29 12:41:30,286 - spark_streaming - INFO - Batch 351: Processed 50 records, inserted 50 in 0.11s
2026-01-29 12:41:40,287 - spark_streaming - INFO - Batch 352: Processed 50 records, inserted 50 in 0.10s
2026-01-29 12:41:50,272 - spark_streaming - INFO - Batch 353: Processed 50 records, inserted 50 in 0.11s
2026-01-29 12:42:00,294 - spark_streaming - INFO - Batch 354: Processed 50 records, inserted 50 in 0.14s
2026-01-29 12:42:10,264 - spark_streaming - INFO - Batch 355: Processed 50 records, inserted 50 in 0.10s
2026-01-29 12:42:20,379 - spark_streaming - INFO - Batch 356: Processed 50 records, inserted 50 in 0.12s
2026-01-29 12:42:30,354 - spark_streaming - INFO - Batch 357: Processed 50 records, inserted 50 in 0.13s
2026-01-29 12:42:40,289 - spark_streaming - INFO - Batch 358: Processed 50 records, inserted 50 in 0.13s
2026-01-29 12:42:50,315 - spark_streaming - INFO - Batch 359: Processed 50 records, inserted 50 in 0.09s
2026-01-29 12:43:00,283 - spark_streaming - INFO - Batch 360: Processed 50 records, inserted 50 in 0.13s
2026-01-29 12:43:10,239 - spark_streaming - INFO - Batch 361: Processed 50 records, inserted 50 in 0.09s
2026-01-29 12:43:20,292 - spark_streaming - INFO - Batch 362: Processed 50 records, inserted 50 in 0.12s
2026-01-29 12:43:30,283 - spark_streaming - INFO - Batch 363: Processed 50 records, inserted 50 in 0.08s
2026-01-29 12:43:40,240 - spark_streaming - INFO - Batch 364: Processed 50 records, inserted 50 in 0.08s
2026-01-29 12:43:50,303 - spark_streaming - INFO - Batch 365: Processed 50 records, inserted 50 in 0.15s
2026-01-29 12:44:00,324 - spark_streaming - INFO - Batch 366: Processed 30 records, inserted 30 in 0.17s
2026-01-29 12:44:10,232 - spark_streaming - INFO - Batch 367: Processed 50 records, inserted 50 in 0.07s
2026-01-29 12:44:20,222 - spark_streaming - INFO - Batch 368: Processed 50 records, inserted 50 in 0.08s
2026-01-29 12:44:30,304 - spark_streaming - INFO - Batch 369: Processed 50 records, inserted 50 in 0.07s
2026-01-29 12:44:40,232 - spark_streaming - INFO - Batch 370: Processed 50 records, inserted 50 in 0.08s
2026-01-29 12:44:50,242 - spark_streaming - INFO - Batch 371: Processed 50 records, inserted 50 in 0.07s
2026-01-29 12:45:00,365 - spark_streaming - INFO - Batch 372: Processed 50 records, inserted 50 in 0.14s
2026-01-29 12:45:10,217 - spark_streaming - INFO - Batch 373: Processed 50 records, inserted 50 in 0.06s
2026-01-29 12:45:20,270 - spark_streaming - INFO - Batch 374: Processed 50 records, inserted 50 in 0.07s
2026-01-29 12:45:35,895 - spark_streaming - INFO - ============================================================
2026-01-29 12:45:35,896 - spark_streaming - INFO - Starting E-commerce Event Streaming Job
2026-01-29 12:45:35,897 - spark_streaming - INFO - ============================================================
2026-01-29 12:45:35,905 - spark_streaming - INFO - Waiting for PostgreSQL to be available...
2026-01-29 12:45:35,918 - spark_streaming - INFO - PostgreSQL connection established
2026-01-29 12:45:35,921 - spark_streaming - INFO - Creating Spark session: EcommerceEventStreaming
2026-01-29 12:45:41,608 - spark_streaming - INFO - Spark session created successfully
2026-01-29 12:45:41,610 - spark_streaming - INFO - Setting up file stream from: /data/incoming
2026-01-29 12:45:42,922 - spark_streaming - INFO - File stream configured successfully
2026-01-29 12:45:44,238 - spark_streaming - INFO - Starting streaming query with trigger: 10 seconds
2026-01-29 12:45:44,985 - spark_streaming - INFO - Streaming query started successfully
2026-01-29 12:45:44,987 - spark_streaming - INFO - Spark UI available at: http://localhost:4040
2026-01-29 12:45:50,415 - spark_streaming - INFO - Batch 375: Processed 50 records, inserted 50 in 2.94s
2026-01-29 12:45:51,229 - spark_streaming - INFO - Batch 376: Processed 50 records, inserted 50 in 0.25s
2026-01-29 12:46:00,485 - spark_streaming - INFO - Batch 377: Processed 50 records, inserted 50 in 0.16s
2026-01-29 12:46:10,344 - spark_streaming - INFO - Batch 378: Processed 30 records, inserted 30 in 0.11s
2026-01-29 12:46:20,526 - spark_streaming - INFO - Batch 379: Processed 50 records, inserted 50 in 0.13s
2026-01-29 12:46:30,314 - spark_streaming - INFO - Batch 380: Processed 20 records, inserted 20 in 0.08s
2026-01-29 12:46:40,336 - spark_streaming - INFO - Batch 381: Processed 40 records, inserted 40 in 0.09s
2026-01-29 12:46:50,340 - spark_streaming - INFO - Batch 382: Processed 20 records, inserted 20 in 0.08s
2026-01-29 12:47:00,292 - spark_streaming - INFO - Batch 383: Processed 20 records, inserted 20 in 0.10s
2026-01-29 12:47:10,329 - spark_streaming - INFO - Batch 384: Processed 20 records, inserted 20 in 0.08s
2026-01-29 12:47:20,308 - spark_streaming - INFO - Batch 385: Processed 20 records, inserted 20 in 0.10s
2026-01-29 12:47:30,399 - spark_streaming - INFO - Batch 386: Processed 20 records, inserted 20 in 0.12s
2026-01-29 12:47:40,281 - spark_streaming - INFO - Batch 387: Processed 20 records, inserted 20 in 0.09s
2026-01-29 12:47:50,260 - spark_streaming - INFO - Batch 388: Processed 20 records, inserted 20 in 0.10s
2026-01-29 12:48:00,367 - spark_streaming - INFO - Batch 389: Processed 20 records, inserted 20 in 0.09s
2026-01-29 12:48:10,243 - spark_streaming - INFO - Batch 390: Processed 20 records, inserted 20 in 0.09s
2026-01-29 12:48:20,268 - spark_streaming - INFO - Batch 391: Processed 20 records, inserted 20 in 0.08s
2026-01-29 12:48:30,225 - spark_streaming - INFO - Batch 392: Processed 20 records, inserted 20 in 0.07s
2026-01-29 12:48:40,274 - spark_streaming - INFO - Batch 393: Processed 20 records, inserted 20 in 0.09s
2026-01-29 12:48:50,232 - spark_streaming - INFO - Batch 394: Processed 20 records, inserted 20 in 0.06s
2026-01-29 12:49:00,216 - spark_streaming - INFO - Batch 395: Processed 20 records, inserted 20 in 0.07s
2026-01-29 12:49:10,203 - spark_streaming - INFO - Batch 396: Processed 20 records, inserted 20 in 0.06s
2026-01-29 12:49:20,268 - spark_streaming - INFO - Batch 397: Processed 20 records, inserted 20 in 0.07s
2026-01-29 12:49:30,226 - spark_streaming - INFO - Batch 398: Processed 20 records, inserted 20 in 0.07s
2026-01-29 12:49:40,304 - spark_streaming - INFO - Batch 399: Processed 20 records, inserted 20 in 0.07s
2026-01-29 12:49:50,211 - spark_streaming - INFO - Batch 400: Processed 20 records, inserted 20 in 0.06s
